RBD,Nombre_Colegio,Total_Alumnos,Total_Docentes,Ratio_Alumnos_Docente,Promedio_Notas,Anio
6643,LICEO INTERCULTURAL TÃCNICO PROFESIONAL GUACOLDA,366,34.0,10.8,5.6,2020
11681,COLEGIO MIGUEL DE CERVANTES,844,78.0,10.8,6.53,2020
26384,COLEGIO TEC. PROF. SAN RAMON LA CISTERNA,141,13.0,10.8,5.58,2020
7775,ESCUELA RURAL PARGUA,281,26.0,10.8,5.92,2020
1864,COMPLEJO EDUCACIONAL SARGENTO ALDEA,671,62.0,10.8,5.88,2020
5508,ESCUELA PEDRO DE ONA,575,53.0,10.8,6.21,2020
2226,ESC. HIJOS DEL SOL,248,23.0,10.8,5.44,2020
11467,ESCUELA PARTICULAR VILCUN,249,23.0,10.8,5.81,2020
14498,COLEGIO MONTEMAR,411,38.0,10.8,6.39,2020
9629,ESCUELA BASICA ALIVEN,205,19.0,10.8,5.58,2020
9595,ESCUELA CAPITAN AVALOS,260,24.0,10.8,4.91,2020
18114,COLEGIO A-LAFKEN,399,37.0,10.8,6.38,2020
12050,COLEGIO POLIVALENTE DARIO SALAS,411,38.0,10.8,5.62,2020
4443,ESCUELA SAN BERNARDINO DE SENA,323,30.0,10.8,5.75,2020
4049,LICEO DOMINGO ORTIZ DE ROZAS,822,76.0,10.8,6.23,2020
22325,ESCUELA PARTICULAR CHOVI-SAN JUAN,119,11.0,10.8,6.14,2020
8006,ESCUELA RURAL PEDRO VELAZQUEZ BONTES,238,22.0,10.8,6.68,2020
7774,ESCUELA RURAL SAN RAFAEL,366,34.0,10.8,5.57,2020
8483,LICEO DONALD MC-INTYRE GRIFFITHS,368,34.0,10.8,6.14,2020
6542,ESCUELA PARTICULAR ADVENTISTA,119,11.0,10.8,6.19,2020
2867,ESC.DE EDUC.GRAL. BASICA MONSENOR ENRIQUE COR,389,36.0,10.8,6.31,2020
9131,ESCUELA JUAN MOYA MORALES,464,43.0,10.8,5.53,2020
5862,ESCUELA PARTICULAR CORAZON DE JESUS,367,34.0,10.8,6.21,2020
4452,ESCUELA EL SABER,678,63.0,10.8,6.42,2020
25838,ESCUELA BAS. MY GARDEN SCHOOL,162,15.0,10.8,6.72,2020
9889,LICEO REINO DE DINAMARCA,603,56.0,10.8,5.36,2020
2694,ESCUELA PROF. MONICA SILVA GOMEZ,259,24.0,10.8,6.11,2020
22414,ESCUELA PAMPA RIOS,442,41.0,10.8,5.98,2020
2274,COLEGIO LA PIMPINELA,65,6.0,10.8,5.83,2020
2865,ESCUELA AGRICOLA SUPERIOR DE MOLINA,324,30.0,10.8,5.32,2020
25897,ESCUELA PART. INSTITUTO S.A,206,19.0,10.8,5.24,2020
11038,LICEO GENERAL RAMON FREIRE,282,26.0,10.8,5.75,2020
9410,ESCUELA  CONSOLIDADA DAVILA,324,30.0,10.8,5.39,2020
6223,LICEO DE CIENCIAS Y HUMANIDADES,473,44.0,10.8,5.84,2020
14594,COLEGIO QUILLOTA TERRANOVA,398,37.0,10.8,6.46,2020
3310,COLEGIO EVANGELICO ADONAY,249,23.0,10.8,5.37,2020
9610,ESCUELA BAS. POETA OSCAR CASTRO ZUNIGA,356,33.0,10.8,5.6,2020
20194,COLEGIO INGLES MI MUNDO,270,25.0,10.8,6.37,2020
2389,COLEGIO NUESTRA SEÃORA DE LORETO,258,24.0,10.8,6.02,2020
8513,ESC. BAS. REPUBLICA ORIENTAL DE URUGUAY,519,48.0,10.8,5.72,2020
7352,ESCUELA SOCIEDAD DE SOCORRO DE SEÃORAS,313,29.0,10.8,5.58,2020
13610,COLEGIO INTERCULTURAL,280,26.0,10.8,6.59,2020
9414,COLEGIO CIUDAD DE FRANKFORT,484,45.0,10.8,6.1,2020
7941,LICEO CARLOS IBAÃEZ DEL CAMPO,412,38.0,10.8,5.75,2020
8966,COLEGIO SAINT GABRIELÂ´S SCHOOL LOCAL SEDE,1555,144.0,10.8,6.63,2020
8888,COLEGIO DEL VERBO DIVINO,1743,162.0,10.8,6.27,2020
25221,COLEGIO  PABLO APOSTOL,325,30.0,10.8,6.67,2020
13434,COLEGIO SAN JOAQUIN,612,57.0,10.7,6.52,2020
9877,ESCUELA GENERAL OHIGGINS,522,49.0,10.7,5.43,2020
22210,CENTRO EDUCACIONAL SAN ANDRES,333,31.0,10.7,6.63,2020
15605,COLEGIO HUMANISTA INTEGRADO,182,17.0,10.7,6.07,2020
8880,COLEGIO NIDO DE AGUILAS,974,91.0,10.7,6.7,2020
26158,ESCUELA BAS. AKORI,257,24.0,10.7,5.57,2020
17793,COLEGIO CONCEPCION DE SAN CARLOS,1042,97.0,10.7,6.41,2020
24719,COLEGIO BUIN,288,27.0,10.7,6.41,2020
1533,ESCUELA ALEMANIA,364,34.0,10.7,5.57,2020
18069,CENTRO INTEGRAL DE EDUCACIÃN HIGH SCOPE LIMITADA,256,24.0,10.7,6.37,2020
11706,LICEO PARTICULAR LOS ANDES,566,53.0,10.7,5.14,2020
10656,ESCUELA BASICA G-NÂ°813 LOS AROMOS DE EL RECURSO,267,25.0,10.7,5.62,2020
1924,ESCUELA PARTICULAR INFANTES DEL SOL,235,22.0,10.7,6.47,2020
14266,COLEGIO NAZCA BELEN,299,28.0,10.7,5.92,2020
12741,COLEGIO LATIONOAMERICANO LAS PARINAS,204,19.0,10.7,5.12,2020
4140,LICEO BICENTENARIO DE EXCELENCIA POLIVALENTE SAN NICOLÃS,2412,225.0,10.7,6.34,2020
22492,ESCUELA PARTICULAR TICALHUE,75,7.0,10.7,5.87,2020
17662,LICEO CLAUDIO ARRAU LEON,526,49.0,10.7,5.29,2020
20461,COLEGIO TECNICO PROFESIONAL SAN ESTEBAN,268,25.0,10.7,5.67,2020
19972,MOZART SCHOOL,290,27.0,10.7,5.99,2020
7600,ESCUELA PARTICULAR N.163 LAFQUELMAPU,32,3.0,10.7,5.88,2020
8047,ESCUELA ANEXA,374,35.0,10.7,6.4,2020
15571,COLEGIO PARTICULAR LA PRIMAVERA,161,15.0,10.7,6.09,2020
6898,ESCUELA FELIPE BARTHOU CORBEAUX,224,21.0,10.7,6.14,2020
7236,LICEO VICENTE PEREZ ROSALES,438,41.0,10.7,6.5,2020
18004,LICEO TÃCNICO PROFESIONAL ALONSO DE ERCILLA Y ZÃÃIGA,608,57.0,10.7,6.08,2020
1290,COLEGIO SANTA JUANA DE ARCO,503,47.0,10.7,6.21,2020
14334,COLEGIO CAPELLAN PASCAL,945,88.0,10.7,6.48,2020
1211,ESCUELA IGNACIO CARRERA PINTO,246,23.0,10.7,6.0,2020
22544,LICEO POLIVALENTE BENJAMIN VICUÃA MACKENNA,396,37.0,10.7,5.15,2020
458,ESCUELA ARTURO PEREZ CANTO,278,26.0,10.7,6.12,2020
4180,ESCUELA ARTURO ALESSANDRI PALMA,396,37.0,10.7,6.08,2020
3111,ESCUELA VILLA CULENAR,460,43.0,10.7,6.35,2020
2835,LICEO POLIVALENTE DE MOLINA,525,49.0,10.7,5.05,2020
10114,ESCUELA BASICA NÂ°389 REPUBLICA DE ESTADOS UNIDOS,418,39.0,10.7,5.92,2020
6085,LICEO POLITECNICO VILLARRICA,608,57.0,10.7,5.16,2020
16733,COLEGIO ALTAS CUMBRES DE SAN CLEMENTE,224,21.0,10.7,5.65,2020
10643,ESCUELA VILLASECA,278,26.0,10.7,5.69,2020
13167,ESCUELA EDMUNDO QUEZADA ARAYA,429,40.0,10.7,5.71,2020
658,ESCUELA PATRICIO LYNCH,213,20.0,10.7,5.78,2020
8761,COLEGIO INSTITUTO DE HUMANIDADES LUIS CAMPINO,1169,109.0,10.7,6.74,2020
5270,LICEO POLITECNICO DOMINGO STA MARIA,565,53.0,10.7,5.61,2020
20184,LICEO SAN SEBASTIAN,107,10.0,10.7,5.79,2020
1631,"COLEGIO DE LOS SAGRADOS CORAZONES, PADRES FRANCESES",942,88.0,10.7,6.51,2020
10433,LICEO HUERTOS FAMILIARES,451,42.0,10.7,5.29,2020
9620,ESCUELA BASICA JUAN DE DIOS ALDEA,290,27.0,10.7,5.77,2020
620,ESCUELA JOSE ALFARO ALFARO,363,34.0,10.7,5.59,2020
306,ESCUELA HUANCHACA,290,27.0,10.7,6.29,2020
26372,COLEGIO SAN LUCAS DE LO ESPEJO,827,77.0,10.7,6.14,2020
26075,ESCUELA BAS. SAN JOSE DE PENALOLEN,341,32.0,10.7,5.78,2020
3843,ESCUELA PORVENIR DE CATO,256,24.0,10.7,6.0,2020
2423,ESCUELA BASICA ROMILIO ARELLANO TRONCOSO,419,39.0,10.7,5.79,2020
22306,COLEGIO PUERTO MONTT,290,27.0,10.7,6.14,2020
10135,ESCUELA LO BOZA,235,22.0,10.7,5.94,2020
40400,CENTRO DE EDUCACION INTEGRAL DE ADULTOS SANTA,148,14.0,10.6,4.94,2020
7128,COLEGIO DE CULTURA Y DIFUSION ARTISTICA,712,67.0,10.6,5.97,2020
10911,LICEO BICENTENARIO PABLO NERUDA,635,60.0,10.6,5.74,2020
22260,COLEGIO SANTA ANA,180,17.0,10.6,6.17,2020
2209,COLEGIO ANTONIO TRDAN ARKO,244,23.0,10.6,5.88,2020
4405,ESCUELA BLANCO ENCALADA,435,41.0,10.6,6.04,2020
1792,COLEGIO DE LOS SAGRADOS CORAZONES (ALVAREZ),465,44.0,10.6,6.45,2020
4482,ESCUELA NIVEQUETEN,635,60.0,10.6,6.42,2020
2312,ESCUELA MUNICIPAL DE PANQUEHUE,201,19.0,10.6,6.26,2020
8863,COLEGIO SCUOLA ITALIANA VITTORIO MONTIGLIO,1048,99.0,10.6,6.4,2020
358,INS. SANTA MARIA,359,34.0,10.6,6.35,2020
15757,COLEGIO PART. SUBV. SAN ESTEBAN,191,18.0,10.6,5.7,2020
22495,COLEGIO PARTICULAR CARDENAL RAUL SILVA HENRIQ,264,25.0,10.6,6.11,2020
7724,COLEGIO NUEVA BRAUNAU,401,38.0,10.6,6.03,2020
3907,LICEO POLITÃCNICO MARÃA WARD,634,60.0,10.6,6.41,2020
20119,ESCUELA SANTA TERESITA DE IMPERIAL,74,7.0,10.6,6.17,2020
10646,ESCUELA VALDIVIA DE PAINE,381,36.0,10.6,6.08,2020
25130,COLEGIO LOS CEIBOS,243,23.0,10.6,6.73,2020
6337,ESCUELA PARTICULAR JUAN XXIII,180,17.0,10.6,6.19,2020
9653,ESCUELA BASICA PRESBITERIANA EL SALVADOR,223,21.0,10.6,5.78,2020
423,ESCUELA SAN PEDRO,211,20.0,10.6,5.75,2020
8549,ESCUELA FERNANDO ALESSANDRI RODRIGUEZ,308,29.0,10.6,5.83,2020
12709,ACADEMIA NERUDIANA,180,17.0,10.6,5.77,2020
10790,ESCUELA REPUBLICA DEL BRASIL,435,41.0,10.6,5.51,2020
13372,COLEGIO FRANCISCO PALAU,477,45.0,10.6,6.45,2020
14365,COLEGIO CHARLES DICKENS,285,27.0,10.6,5.59,2020
12876,LOESS SCHOOL,243,23.0,10.6,6.52,2020
9870,ESCUELA BASICA CONDORES DE PLATA,285,27.0,10.6,5.41,2020
26238,COLEGIO DEL VERBO DIVINO DE CHICUREO,666,63.0,10.6,6.55,2020
25406,ESCUELA ESPECIAL MARIO BAEZA,148,14.0,10.6,5.78,2020
10705,ESCUELA LUIS UNDURRAGA,264,25.0,10.6,6.38,2020
25609,COLEGIO PADRE CHAMINADE,181,17.0,10.6,6.09,2020
10122,ESCUELA PROF. MANUEL GUERRERO CEBALLOS,393,37.0,10.6,5.59,2020
16717,COLEGIO SANTA MADRE DE DIOS,222,21.0,10.6,6.62,2020
25845,ESCUELA PART. SAN MARCELO N_ 3,264,25.0,10.6,5.25,2020
16798,COLEGIO NEW BUCKINGHAM,298,28.0,10.6,6.26,2020
2319,LICEO REPUBLICA DE ITALIA,623,59.0,10.6,5.47,2020
10753,ESCUELA REPUBLICA CHECA,191,18.0,10.6,5.36,2020
14332,COLEGIO PEHUEN,234,22.0,10.6,6.33,2020
14533,COLEGIO CRISTIANO LOS PINOS,202,19.0,10.6,6.09,2020
2944,ESCUELA JOSE M. BALMACEDA Y FERNANDEZ,582,55.0,10.6,6.12,2020
12094,COLEGIO SAN ESTEBAN DIÃCONO,660,62.0,10.6,6.24,2020
4408,LICEO CRISOL,468,44.0,10.6,5.25,2020
20282,COLEGIO CUMBRE DE SAN RAMON,191,18.0,10.6,5.87,2020
10459,ESCUELA REPUBLICA DE GRECIA,349,33.0,10.6,5.46,2020
3060,ESCUELA RAMADILLAS,455,43.0,10.6,6.03,2020
1087,ESCUELA BASICA CANELA ALTA,254,24.0,10.6,6.19,2020
17900,COLEGIO METODISTA CONCEPCION,382,36.0,10.6,6.72,2020
10688,LICEO LONQUEN,519,49.0,10.6,6.18,2020
481,ESCUELA BASICA ALEJANDRO NOEMI HUERTA,372,35.0,10.6,6.18,2020
522,COLEGIO JAVIERA CARRERA,425,40.0,10.6,5.82,2020
4292,ESCUELA SALTO EL LAJA,298,28.0,10.6,6.48,2020
18124,COLEGIO SANTA TERESITA,434,41.0,10.6,6.68,2020
26202,ESCUELA ESP. MI MUNDO EN PALABRAS DE BUIN,138,13.0,10.6,5.84,2020
12864,COLEGIO UNIVERSITARIO ANTONIO RENDIC,598,57.0,10.5,6.74,2020
7448,ESCUELA ENTRE LAGOS,369,35.0,10.5,6.05,2020
10873,LICEO MUNICIPAL SARA TRONCOSO TRONCOSO,643,61.0,10.5,6.12,2020
581,ESCUELA EXPERIMENTAL DE MUSICA JORGE PEÃA HEN,649,62.0,10.5,6.56,2020
6137,ESCUELA PARTICULAR SAN LUIS,84,8.0,10.5,5.67,2020
16491,COLEGIO ALBERT EINSTEIN,221,21.0,10.5,5.85,2020
31,ESCUELA DARIO SALAS DIAZ,336,32.0,10.5,6.33,2020
17754,CENTRO DE EDUCACION DE ADULTOS INTECH,105,10.0,10.5,5.38,2020
562,COLEGIO CALETA SAN PEDRO,262,25.0,10.5,6.22,2020
31130,COLEGIO PARTICULAR SUBVENCIONADO TIMONEL-CORONEL,294,28.0,10.5,6.48,2020
26015,ESC.BASICA Y ESP.MARIA DE LOS ANGELES DE BUIN,126,12.0,10.5,6.24,2020
14525,CTRO.EDUC.Y CAPAC.AD.FCO.BILBAO,157,15.0,10.5,5.78,2020
40189,COLEGIO CABO ALTO,199,19.0,10.5,5.44,2020
10257,ESCUELA SARGENTO 2. DANIEL REBOLLEDO,441,42.0,10.5,6.0,2020
8561,ESCUELA REPUBLICA DE ALEMANIA,272,26.0,10.5,5.79,2020
5824,ESC. BASICA NUMERO SEIS,577,55.0,10.5,6.21,2020
5473,ESC. BASICA QUETRAHUE,21,2.0,10.5,6.21,2020
7326,LICEO INDUSTRIAL OSORNO,504,48.0,10.5,5.15,2020
14511,COLEGIO SANTA BARBARA DE LA REINA,346,33.0,10.5,6.37,2020
1015,ESCUELA BASICA DIAGUITAS DE CHALINGA,199,19.0,10.5,6.3,2020
2087,ESCUELA BASICA RURAL SAN JOSE,105,10.0,10.5,5.89,2020
15720,LICEO MUNICIPAL ZOILA ROSA CARRENO,346,33.0,10.5,5.8,2020
22229,ESCUELA BASICA LICARAYEN,369,35.0,10.5,5.65,2020
326,ESCUELA SANTIAGO AMENGUAL B.,463,44.0,10.5,5.67,2020
41,ESCUELA VALLE DE CHACA,42,4.0,10.5,6.67,2020
10730,ESC.BASICA SAN ANTONIO DE NALTAGUA,209,20.0,10.5,5.73,2020
10840,ESCUELA BASICA G-NÂ°737 SANTA EMILIA,230,22.0,10.5,6.14,2020
2267,ESC. REPUBLICA DE FRANCIA,179,17.0,10.5,5.69,2020
9042,COLEGIO DE LA SALLE,993,95.0,10.5,6.63,2020
364,COL. ANTOFAGASTA,505,48.0,10.5,6.13,2020
25447,COLEGIO VALLE DE MALLARAUCO,221,21.0,10.5,5.79,2020
5746,ESCUELA PARTICULAR MONO PAINE,230,22.0,10.5,5.45,2020
22597,LICEO TECNICO PROFESIONAL SAN JOSE,220,21.0,10.5,5.66,2020
26507,COLEGIO SAN FRANCISCO DE PAINE,272,26.0,10.5,6.36,2020
25950,COLEGIO SEMPER ALTIUS,168,16.0,10.5,5.34,2020
40080,LICEO FERMIN DEL REAL CASTILLO,481,46.0,10.5,5.96,2020
20475,ESCUELA BÃSICA NÂ°208 ACADEMIA POLIVALENTE DE FORMACIÃN MILITAR GENERAL JOSE MIGUEL CARRERA,136,13.0,10.5,5.34,2020
6669,ESCUELA PARTICULAR DOLLIMCO,179,17.0,10.5,5.89,2020
12113,ESCUELA BASICA LO VELASQUEZ,369,35.0,10.5,5.84,2020
24927,COLEGIO SAN  ANSELMO,1470,140.0,10.5,6.43,2020
25452,COLEGIO TREBULCO,555,53.0,10.5,6.35,2020
5722,ESCUELA PARTICULAR PAPELUCHO,63,6.0,10.5,6.49,2020
9422,ESCUELA CENTRO EDUC. REP. MEXICANA,230,22.0,10.5,5.73,2020
31278,INSTITUTO COMERCIAL BARROS ARANA,221,21.0,10.5,5.13,2020
13562,ESCUELA JUAN PABLO II,242,23.0,10.5,6.05,2020
15650,COLEGIO NAZARETH,231,22.0,10.5,6.51,2020
129,LICEO SUPERIOR GABRIELA MISTRAL,230,22.0,10.5,5.48,2020
8873,COLEGIO VILLA MARIA ACADEMY,1412,135.0,10.5,6.51,2020
5109,LICEO CLAUDIO FLORES SOTO,652,62.0,10.5,6.2,2020
5763,ESCUELA PARTICULAR MANZANAR DE LLEUPECO,115,11.0,10.5,5.9,2020
10785,COLEGIO MONS. JAIME LARRAIN BUNSTER,241,23.0,10.5,5.77,2020
12037,LICEO POLIVALENTE HERMANAS MAESTRAS DE LA SANTA CRUZ,640,61.0,10.5,6.24,2020
3143,ESCUELA SANTA LAURA DE LO FIGUEROA,178,17.0,10.5,5.85,2020
25836,ESCUELA PART. ROSA JARAQUEMADA,126,12.0,10.5,6.74,2020
22493,ESCUELA VICENTE PEREZ ROSALES,348,33.0,10.5,6.44,2020
10719,INSTITUTO TALAGANTE,294,28.0,10.5,6.66,2020
5449,ESC. BASICA ANIDIR,21,2.0,10.5,5.83,2020
9617,LICEO MUNICIPAL LA GRANJA POETA NERUDA,597,57.0,10.5,5.28,2020
10219,COLEGIO CORAZON DE JESUS DE RENCA,158,15.0,10.5,5.87,2020
7606,ESCUELA PARTICULAR N.164 TROSCO,42,4.0,10.5,5.43,2020
14213,COLEGIO VALLE DE NARAU,251,24.0,10.5,5.69,2020
2795,ESCUELA TENO,432,41.0,10.5,5.86,2020
25099,COLEGIO DE ADULTOS INSTITUTO ANDES,63,6.0,10.5,5.57,2020
3396,ESCUELA JUANITA ZUNIGA FUENTES,198,19.0,10.4,3.76,2020
10749,LICEO PAUL HARRIS,769,74.0,10.4,5.53,2020
9648,ESCUELA PARTICULAR FRANCISCO DE MIRANDA,197,19.0,10.4,5.92,2020
8828,LICEO SIMON BOLIVAR,1133,109.0,10.4,6.08,2020
24716,ESCUELA BASICA LOS NAVIOS,373,36.0,10.4,5.53,2020
24216,ESCUELA BASICA DE CHILE CHICO,395,38.0,10.4,6.42,2020
2493,ESCUELA BAS. JOSE MIGUEL CARRERA VERDUGO,188,18.0,10.4,5.97,2020
19974,COMPLEJO EDUCACIONAL LA FRONTERA,355,34.0,10.4,5.41,2020
24976,COLEGIO SAN FELIPE DIACONO,653,63.0,10.4,6.48,2020
14527,KING EDWARDÂ´S SCHOOL 2,197,19.0,10.4,5.71,2020
20410,COLEGIO GENESIS,187,18.0,10.4,5.95,2020
9070,ESCUELA BENJAMIN CLARO VELASCO,469,45.0,10.4,5.44,2020
7130,ESCUELA LA UNION,311,30.0,10.4,5.93,2020
2802,ESCUELA SUSANA MONTES VELASCO,260,25.0,10.4,5.8,2020
462,ESCUELA JOSE CAROCA LAFLOR,301,29.0,10.4,5.87,2020
24214,ESCUELA ALTAMIRA DE COYHAIQUE,396,38.0,10.4,6.65,2020
10629,ESCUELA PARTICULAR EL BOSQUE,260,25.0,10.4,5.82,2020
3297,ESCUELA PARTICULAR PROSPERO VILLAR BRAVO,228,22.0,10.4,5.63,2020
25894,COLEGIO MANANTIAL DE SAN MIGUEL,363,35.0,10.4,6.47,2020
3173,LICEO RURAL ENRIQUE MAC IVER,580,56.0,10.4,5.59,2020
14518,COLEGIO BUENAVENTURA JOGLAR AMANDI,125,12.0,10.4,6.14,2020
6930,ESCUELA FRANCIA,352,34.0,10.4,6.23,2020
10278,ESCUELA PEDRO AGUIRRE CERDA,259,25.0,10.4,5.71,2020
10001,ESCUELA MEMBRILLAR,322,31.0,10.4,5.71,2020
24313,ESCUELA VILLA LAS NIEVES,519,50.0,10.4,6.7,2020
17847,INSTITUTO EDUCACIÃN DE ADULTOS RUBÃN CAMPOS LÃPEZ,94,9.0,10.4,5.08,2020
1257,CENTRO DE FORMACIÃN ACADÃMICA PERFECTO DE LA FUENTE DEL VILLAR,549,53.0,10.4,6.42,2020
5344,LICEO LAS ARAUCARIAS,1018,98.0,10.4,6.49,2020
20200,ESCUELA MUNICIPAL GABRIELA MISTRAL,312,30.0,10.4,6.1,2020
22373,ESCUELA PARTICULAR MILLARAY,52,5.0,10.4,5.33,2020
69,JUNIOR COLLEGE,676,65.0,10.4,6.84,2020
3999,ESCUELA BASICA HEROES DEL ITATA,323,31.0,10.4,6.02,2020
2260,COLEGIO COYA,778,75.0,10.4,6.52,2020
8413,ESCUELA CORONEL SANTIAGO BUERAS,271,26.0,10.4,5.99,2020
8894,COLEGIO LA MAISONNETTE,606,58.0,10.4,6.46,2020
7911,ESCUELA PARTICULAR N.213 EL LAUREL,52,5.0,10.4,6.01,2020
5466,ESCUELA PARTICULAR SANTA ROSA,177,17.0,10.4,5.92,2020
2078,COMPLEJO EDUCACIONAL CLARA SOLOVERA,385,37.0,10.4,5.97,2020
10087,ESCUELA REPUBLICA DE CROACIA,239,23.0,10.4,5.38,2020
8441,ESCUELA HERNANDO DE MAGALLANES,488,47.0,10.4,6.23,2020
2745,ESCUELA CATALUNA,354,34.0,10.4,5.87,2020
10427,ESCUELA BASICA F - NÂ°372 SANTA SARA,208,20.0,10.4,5.58,2020
20085,COLEGIO GOLDEN SCHOOL,240,23.0,10.4,5.73,2020
487,ESCUELA BASICA JOSE MIGUEL CARRERA,344,33.0,10.4,6.1,2020
22403,ESCUELA DE CULTURA Y DIFUSION ARTISTICA FRIDOLINA BARRIENTOS CANOBRA,321,31.0,10.4,6.61,2020
2753,ESCUELA REPUBLICA ESTADOS UNIDOS,458,44.0,10.4,5.72,2020
187,ESCUELA VERTIENTE DEL SABER,261,25.0,10.4,6.04,2020
4792,COLEGIO SANTA CECILIA,197,19.0,10.4,6.08,2020
10307,ESCUELA RAFAEL VALDIVIESO,522,50.0,10.4,5.61,2020
7976,ESCUELA BERNARDO PHILIPPI,280,27.0,10.4,6.7,2020
9512,ESCUELA BASICA PARTIC JACQUELINE KENNEDY,114,11.0,10.4,6.13,2020
2247,COLEGIO GABRIELA MISTRAL,551,53.0,10.4,5.63,2020
5801,ESCUELA PARTICULAR POETA ERCILLA,31,3.0,10.3,5.66,2020
4925,LICEO NUEVA ZELANDIA,495,48.0,10.3,5.99,2020
14,ESCUELA ROMULO J. PENA MATURANA,287,28.0,10.3,6.13,2020
3033,LICEO AGROINDUSTRIAL RIO CLARO,646,63.0,10.3,6.1,2020
3034,ESCUELA BASICA JUAN LUIS SANFUENTES ANDONAEGUI,217,21.0,10.3,6.01,2020
19908,GREEN HOUSE SCHOOL,740,72.0,10.3,6.51,2020
22624,COLEGIO DE ADULTOS BONILLA,62,6.0,10.3,4.97,2020
3535,ESCUELA MARIANO LATORRE,144,14.0,10.3,5.03,2020
9706,ESCUELA BAS. OSCAR ENCALADA YOVANOVICH,279,27.0,10.3,5.67,2020
13557,ESCUELA BASICA REPUBLICA DE ITALIA,236,23.0,10.3,6.27,2020
20270,COLEGIO DE ADULTOS HACIA UN NUEVO HORIZONTE,164,16.0,10.3,5.52,2020
10810,ESCUELA LIDIA MATTE HURTADO,185,18.0,10.3,6.34,2020
9006,COMPLEJO EDUCACIONAL LA REINA,732,71.0,10.3,5.06,2020
9190,ESCUELA PARTICULAR COLEGIO CEDI,124,12.0,10.3,6.49,2020
31162,C.E.I.A. PROFESOR HECTOR DUARTE,113,11.0,10.3,4.91,2020
16830,RIELJAN COLLEGE,277,27.0,10.3,5.42,2020
10426,ESCUELA BASICA F-NÂ°371 SANTA ROSA DE LAMPA,185,18.0,10.3,5.75,2020
1523,ESCUELA NACIONES UNIDAS,422,41.0,10.3,5.93,2020
24213,COLEGIO SANTA TERESA DE LOS ANDES,413,40.0,10.3,6.33,2020
4723,ESCUELA MEXICO ESTADO DE GUERRERO,451,44.0,10.3,6.11,2020
5645,ESCUELA BOYECO,299,29.0,10.3,6.16,2020
9239,COLEGIO FRANCISCO DE MIRANDA,485,47.0,10.3,5.96,2020
4331,LICEO FRANCISCO BASCUNAN GUERRERO,482,47.0,10.3,5.85,2020
2530,LICEO MUNICIPAL JUAN PABLO II,390,38.0,10.3,5.65,2020
41264,COLEGIO EL ROBLE,113,11.0,10.3,6.26,2020
10652,ESCUELA VILUCO,227,22.0,10.3,5.48,2020
24873,COLEGIO  EPULLAY,568,55.0,10.3,6.37,2020
2866,ESCUELA VILLA PRAT,236,23.0,10.3,6.57,2020
5084,LICEO POLIVALENTE MARIANO LATORRE,1262,122.0,10.3,6.26,2020
12265,COLEGIO THE SOUTHERN CROSS SCHOOL,607,59.0,10.3,6.52,2020
17893,COLEGIO THE WESSEX SCHOOL CHILLÃN,277,27.0,10.3,6.37,2020
597,COLEGIO PEDRO PABLO MUÃOZ,310,30.0,10.3,5.42,2020
22367,ESCUELA PARTICULAR BOSQUE VERDE,62,6.0,10.3,5.3,2020
16895,COLEGIO MARIA AUXILIADORA,238,23.0,10.3,6.26,2020
5386,ESCUELA BASICA TEMOCUICUI,41,4.0,10.3,5.83,2020
41135,COLEGIO INSTITUTO DE CIENCIAS Y TECNOLOGÃA TALAGANTE,164,16.0,10.3,5.11,2020
12105,ESCUELA ESPECIAL PARTICULAR CEDEL,238,23.0,10.3,5.66,2020
14675,COLEGIO SAN SEBASTIAN DE AKIVI,267,26.0,10.3,6.29,2020
9666,ESC. PART. CELESTIN FREINET,372,36.0,10.3,6.06,2020
18093,COLEGIO EL VALLE DE HUALQUI,361,35.0,10.3,6.42,2020
3435,ESCUELA MANUEL MONTT,400,39.0,10.3,5.98,2020
15779,COLEGIO HERMANO DE ASIS,186,18.0,10.3,6.05,2020
3367,ESCUELA DOMINGA CUELLAR IBANEZ,31,3.0,10.3,4.27,2020
4387,ESCUELA LAS PARCELAS,103,10.0,10.3,5.69,2020
12171,ESCUELA BASICA HUMBERTO VILCHEZ ALZAMORA,287,28.0,10.3,5.72,2020
40299,COLEGIO ROBLES,339,33.0,10.3,5.93,2020
26143,COLEGIO DE AD. ANTONIO ACEVEDO,205,20.0,10.3,5.47,2020
10250,CENTRO EDUCACIONAL DE HUECHURABA,683,66.0,10.3,5.52,2020
5567,LICEO BICENTENARIO TECNOLÃGICO DE LA ARAUCANIA DE TEMUCO,267,26.0,10.3,5.35,2020
22275,COLEGIO PARTICULAR GRACIA PAZ,382,37.0,10.3,6.52,2020
2964,ESCUELA LAS AMERICAS,579,56.0,10.3,5.57,2020
3126,LICEO TECNICO AGRICOLA MARIA AUXILIADORA,269,26.0,10.3,5.42,2020
2845,ESCUELA SAN PEDRO DE MOLINA,267,26.0,10.3,5.63,2020
25,COLEGIO CENTENARIO DE ARICA,623,61.0,10.2,5.98,2020
2681,LICEO EL ROSARIO DE LITUECHE,254,25.0,10.2,5.52,2020
9882,ESCUELA J.PRIETO VIAL,388,38.0,10.2,5.57,2020
24997,ESCUELA SANTA MARIA DE PENALOLEN,470,46.0,10.2,5.37,2020
