RBD,Nombre_Colegio,Total_Alumnos,Total_Docentes,Ratio_Alumnos_Docente,Promedio_Notas,Anio
40311,COLEGIO CAUPOLICAN,181,1.0,181.0,5.67,2012
3012,COLEGIO DE LA SALLE,749,8.0,93.6,6.19,2012
25045,COLEGIO PARTICULAR PLAYGROUND,231,4.0,57.8,6.13,2012
20001,C.E.I.A.  ALERTA,403,8.0,50.4,4.39,2012
22475,CENTRO EDUCACION ADULTOS APRENDER,231,5.0,46.2,5.76,2012
22499,INSTITUTO TECNICO BERTA VILLEGAS OYARZUN,948,21.0,45.1,5.31,2012
2377,ESCUELA ESPECIAL DE ADULTOS F NÂº 142,43,1.0,43.0,4.4,2012
25463,COLEGIO CTRO. INTEG  ADULTOS ALTAZOL,631,15.0,42.1,5.44,2012
14439,INSTITUTO BALDOR,122,3.0,40.7,5.19,2012
10449,ESCUELA CAMINO DE LUZ,320,8.0,40.0,4.66,2012
25099,INSTITUTO ANDES,350,9.0,38.9,5.46,2012
282,LICEO A. RENDIC I. ANEXO C. REHABILIT. SOCIAL,155,4.0,38.8,5.15,2012
14791,COL.DE ADULTOS ELEUTERIO RAMIREZ,264,7.0,37.7,5.48,2012
4538,ESCUELA DE ADULTOS CHACABUCO,112,3.0,37.3,5.09,2012
16749,COLEGIO JUAN IGNACIO MOLINA DE LA FLORIDA,367,10.0,36.7,5.65,2012
24900,LICEO REBECA OLIVARES B.,1137,31.0,36.7,4.47,2012
25969,COLEGIO AUSTRALIAN COLLEGE TERCER MILENIO,1008,28.0,36.0,5.32,2012
26428,SCUOLA IMPERIALE,71,2.0,35.5,6.33,2012
22613,ESCUELA PARTICULAR CRECER,35,1.0,35.0,5.65,2012
7998,ESCUELA PARTICULAR EL RETAMO,35,1.0,35.0,5.91,2012
3243,ESCUELA ALAMEDA LINARES,139,4.0,34.8,4.36,2012
14389,COLEGIO JUAN LUIS VIVES,1068,31.0,34.5,4.68,2012
24241,CENTRODE ESTUDIOS PATAGONIA DE AYSEN,238,7.0,34.0,5.75,2012
5666,LICEO CAMILO HENRIQUEZ DE TEMUCO,2762,82.0,33.7,5.75,2012
20063,CENTRO DE EDUC.I.ADUL.MIGUEL DE CERVANTES,336,10.0,33.6,4.87,2012
11811,LICEO SANTA MARIA EUFRASIA,399,12.0,33.3,4.89,2012
6160,ESCUELA PARTICULAR CARMELITA,33,1.0,33.0,5.89,2012
14609,COLEGIO CARDENAL OVIEDO,395,12.0,32.9,4.36,2012
24840,COLEGIO DE ADULT. INS. TABANCURA SEDE LONDRES,356,11.0,32.4,4.51,2012
10332,ESCUELA PARTICULAR EL CARMEN,970,30.0,32.3,5.66,2012
24809,ESC. BASICA PART.JUANITA FERNANDEZ SOLAR,710,22.0,32.3,5.79,2012
2121,COLEGIO REPUBLICA ARGENTINA,1252,39.0,32.1,5.8,2012
9489,LICEO COMERCIAL JAVIERA Y J L CARRERA N1,384,12.0,32.0,5.13,2012
6198,ESCUELA PARTICULAR GUINIMO,32,1.0,32.0,5.76,2012
6660,ESCUELA PARTICULAR SANTA ISABEL,32,1.0,32.0,5.25,2012
17879,C.E.I.A. JANEQUEO-CONCEPCION,446,14.0,31.9,5.34,2012
14545,COLEGIO  MERCEDES LEMUS ZAMORA,222,7.0,31.7,4.85,2012
24933,INSTITUTO SAN SEBASTIAN DE PROVIDENCIA,443,14.0,31.6,5.1,2012
12650,COLEGIO SAGRADO CORAZON DE JESUS,1926,61.0,31.6,5.54,2012
9572,ESCUELA PARTICULAR JAVIERA CARRERA,284,9.0,31.6,5.45,2012
7948,ESCUELA PARTICULAR LAS CUYAS,31,1.0,31.0,5.4,2012
19948,ESCUELA PARTICULAR PAULA JARAQUEMADA,31,1.0,31.0,5.68,2012
4386,ESCUELA PARTICULAR NUEVA GUAYALI,31,1.0,31.0,5.56,2012
7057,ESCUELA RURAL PITREN,31,1.0,31.0,5.26,2012
7600,ESCUELA PARTICULAR LAFQUELMAPU,31,1.0,31.0,5.7,2012
20187,ESCUELA PARTICULAR NUEVO AMANECER,31,1.0,31.0,5.73,2012
225,ESCUELA REPUBLICA DE BOLIVIA,1052,34.0,30.9,5.73,2012
12667,COLEGIO HUMBERSTONE,1532,50.0,30.6,6.0,2012
24972,ESCUELA BAS. NUESTRA SENORA MARIA INMACULADA,1342,44.0,30.5,5.76,2012
9654,ESCUELA PARTICULAR FRANCISCO RAMIREZ,1187,39.0,30.4,5.82,2012
25174,CENTRO EDUCACIONAL DE ADULTOS EL PRADO,728,24.0,30.3,4.95,2012
25818,COLEGIO PART. ADULTOS INSTITUTO ICEL,1697,56.0,30.3,5.36,2012
227,ESCUELA BASICA PRESIDENTE BALMACEDA,1608,53.0,30.3,5.63,2012
13528,COLEGIO ADULTOS SAN LUIS,360,12.0,30.0,5.51,2012
10398,LICEO REBECA OLIVARES BENITEZ,1020,34.0,30.0,4.69,2012
12827,ESCUELA ARTURO PRAT CHACON  ANEXO,30,1.0,30.0,5.37,2012
22388,CENTRO DE EDUC. DE ADULTOS SANDROCK,270,9.0,30.0,4.85,2012
12837,COLEGIO PARTICULAR BET- EL,682,23.0,29.7,5.7,2012
25855,COLEGIO MUNICIPAL INSTITUTO CHACABUCO,858,29.0,29.6,5.6,2012
5655,LICEO PARTICULAR COMERCIAL TEMUCO,829,28.0,29.6,5.1,2012
12891,LICEO PARTICULAR EBEN EZER II,1743,59.0,29.5,5.4,2012
9947,COLEGIO INDUSTRIAL PART. DON ORIONE,1625,55.0,29.5,5.52,2012
26030,COLEGIO DE ADULTOS INSTITUTO NUEVO BILBAO,265,9.0,29.4,5.79,2012
8553,ESCUELA DE ADULTOS  JORGE ALESSANDRI R.,937,32.0,29.3,5.65,2012
25059,CENTRO EDUCACIONAL LARUN RAYUN,851,29.0,29.3,5.25,2012
9778,COLEGIO PARTICULAR JOSE ABELARDO NUNEZ,1052,36.0,29.2,5.45,2012
25496,INSTITUTO TECNOLOGICO SAN MATEO,1279,44.0,29.1,5.51,2012
40043,COLEGIO SUEÃO DEL MAÃANA,727,25.0,29.1,5.77,2012
9330,COLEGIO ALAIN DE LA FLORIDA,1017,35.0,29.1,5.12,2012
20245,COLEGIO DE ADULTOS TRINIDAD,87,3.0,29.0,5.14,2012
9337,ESCUELA PARTICULAR LORD TOMAS COCHRANE,319,11.0,29.0,5.55,2012
4649,COLEGIO PARTICULAR EL ARRAYAN,635,22.0,28.9,5.91,2012
24978,COLEGIO PART.POLITECNICO EYZAGUIRRE,2019,70.0,28.8,5.38,2012
2104,LICEO COMERCIAL DIEGO PORTALES,1843,64.0,28.8,5.43,2012
11830,ESCUELA BASICA  1287 SAN MARCOS APOSTOL,602,21.0,28.7,5.42,2012
10619,ESCUELA PARTICULAR JOSE MIGUEL CARRERA,316,11.0,28.7,5.45,2012
15777,COLEGIO JUAN LUIS VIVES,487,17.0,28.6,4.77,2012
15646,INSTITUTO SANTA TERESA DE LOS ANDES,2032,71.0,28.6,5.19,2012
11977,SAINT CHRISTIAN COLLEGE,1113,39.0,28.5,5.76,2012
16414,COLEGIO CORPOR.DE EDUC.LA ARAUCANA,369,13.0,28.4,5.17,2012
24685,COLEGIO PIAMARTA,3817,135.0,28.3,5.36,2012
17796,COLEGIO PARA ADULTOS RENACER,452,16.0,28.3,4.87,2012
25645,COLEGIO PART. NTRA. SRA. MARIA INMACULADA DEL,1301,46.0,28.3,5.15,2012
10541,LICEO COMERCIAL DE SAN BERNARDO,1128,40.0,28.2,5.32,2012
2110,LICEO MUNICIPAL OSCAR CASTRO ZUNIGA,2303,82.0,28.1,5.82,2012
8541,LICEO DE ADULTOS HERBERT VARGAS WALLIS,561,20.0,28.1,5.83,2012
12943,COLEGIO TECNICO INDUSTRIAL DON BOSCO,1179,42.0,28.1,5.5,2012
3640,INSTITUTO SUPERIOR DE COMERCIO PROFESOR F,1292,46.0,28.1,5.39,2012
22633,LICEO TEC. PROF. DE ADULTOS CORESOL DE VALDIV,336,12.0,28.0,5.3,2012
5620,C.E.I.A. SELVA SAAVEDRA,588,21.0,28.0,4.47,2012
5336,ESCUELA BASICA LOS PINOS,28,1.0,28.0,5.91,2012
7630,ESCUELA ESPANA,671,24.0,28.0,5.78,2012
254,FUNDACION EDUC.COLEGIO NUESTRA SRA.DE AYQUINA,1036,37.0,28.0,5.69,2012
25961,COLEGIO PALMARES,1708,61.0,28.0,5.72,2012
8699,ESCUELA PARTICULAR EL PEQUENO ESTUDIANTE,336,12.0,28.0,6.27,2012
13176,CENTRO DE EDUCACION INTEGRADA DE ADULTOS,729,26.0,28.0,4.97,2012
7266,ESCUELA RURAL TRAPI,28,1.0,28.0,5.78,2012
2995,INSTITUTO ANDRES BELLO,1398,50.0,28.0,5.83,2012
22338,ESCUELA PARTICULAR PEDERNAL ALTO,28,1.0,28.0,5.58,2012
22620,ESCUELA PARTICULAR ANTUMAPU,28,1.0,28.0,5.3,2012
10069,COLEGIO MARQUEL,920,33.0,27.9,5.63,2012
12871,ESCUELA BASICA VALENTIN LETELIER,689,25.0,27.6,5.84,2012
25599,COLEGIO PART. SAN PEDRO DE QUILICURA,1378,50.0,27.6,5.47,2012
31192,COLEGIO ADULTOS MANQUEHUE,275,10.0,27.5,4.68,2012
12217,CENTRO POLITECNICO PARTICULAR DE NUNOA,1483,54.0,27.5,5.15,2012
25556,COLEGIO SOCHIDES,1265,46.0,27.5,5.44,2012
12935,COLEGIO PROVIDENCIA,906,33.0,27.5,5.6,2012
9940,ESCUELA LICEO MADRE VICENCIA,1259,46.0,27.4,5.71,2012
8644,COLEGIO INDUSTRIAL VASCO NUNEZ DE BALBOA,1063,39.0,27.3,5.0,2012
357,COL. SAN LUIS,707,26.0,27.2,6.05,2012
2114,ESCUELA MUNICIPAL MARCELA PAZ,1323,49.0,27.0,5.56,2012
5570,LICEO PABLO NERUDA,2190,81.0,27.0,5.35,2012
5947,ESCUELA PARTICULAR CRUZ DEL SUR,54,2.0,27.0,5.96,2012
3203,COLEGIO SANTIAGO ONEDERRA,648,24.0,27.0,5.82,2012
12151,COLEGIO HISPANO AMERICANO,1078,40.0,27.0,5.36,2012
7279,ESCUELA PART LA AGUADA,27,1.0,27.0,5.94,2012
22429,ESCUELA PARTICULAR WE LIWEN,27,1.0,27.0,5.75,2012
12730,LICEO TEC. PROF. DE ADULTOS CORESOL,378,14.0,27.0,5.36,2012
24330,FUNDACIÃN PARA EL DESARROLLO,512,19.0,26.9,4.98,2012
20012,CENTRO DE EDUC. ADULTOS PAULO FREIRE,269,10.0,26.9,5.41,2012
25464,COLEGIO POLIVALENTE SAN AGUSTIN DE EL BOSQUE,1535,57.0,26.9,5.68,2012
10487,COLEGIO POLIVALENTE DOMINGO MATTE MESIAS,3117,116.0,26.9,5.68,2012
9912,COLEGIO PART. ASCENSION NICOL,726,27.0,26.9,5.65,2012
10711,LICEO COMERCIAL TALAGANTE,911,34.0,26.8,5.3,2012
10621,CENTRO EDUCACIONAL JOSÃ ABELARDO NÃÃEZ NÂ°1,1286,48.0,26.8,5.52,2012
17635,COL. TECNICO PROFESIONAL LOS ACACIOS,1413,53.0,26.7,5.59,2012
22638,LICEO TEC. PROF. DE ADULTOS CORESOL DE PTO. M,320,12.0,26.7,5.25,2012
9909,CENTRO EDUCACIONAL PIAMARTINO CAROLINA LLONA DE CUEVAS,3522,132.0,26.7,5.31,2012
10704,ESCUELA ALBORADA DE TALAGANTE,854,32.0,26.7,5.67,2012
8643,INSTITUTO COMERCIAL BLAS CANAS,1012,38.0,26.6,5.35,2012
16627,COLEGIO SAN IGNACIO DE TALCA,958,36.0,26.6,5.86,2012
12810,ESCUELA KAMAC MAYU,1194,45.0,26.5,5.58,2012
9642,ESCUELA PARTICULAR TTE.DAGOBERTO GODOY,1270,48.0,26.5,5.65,2012
25562,ESC BASICA PART SAN JOSE DE LA FAMILIA,1108,42.0,26.4,5.38,2012
22516,INSTITUTO CRISTIANO GRACIA Y PAZ,738,28.0,26.4,5.24,2012
25386,COLEGIO PARTICULAR NOVO MUNDO,1450,55.0,26.4,5.42,2012
10058,COLEGIO POLIVALENTE PRINCIPE DE GALES,762,29.0,26.3,5.32,2012
25542,COLEGIO SANTA BARBARA H.S.,1235,47.0,26.3,5.45,2012
14852,CENTRO DE EDUC. DE ADULTOS PITAGORAS,447,17.0,26.3,4.98,2012
17701,CENTRO DE EDUCACION ADULTOS PITAGORAS,342,13.0,26.3,4.93,2012
26333,C. INTEGRAL DE AD. PROFESORA TERESA MOYA REYE,711,27.0,26.3,4.67,2012
288,ESCUELA JAPON,1259,48.0,26.2,5.89,2012
9903,COLEGIO LOS CONQUISTADORES,1048,40.0,26.2,5.41,2012
8928,LICEO JOSE VICTORINO LASTARRIA,2701,103.0,26.2,5.51,2012
337,ESCUELA PARTICULAR SANTA TERESITA,965,37.0,26.1,5.68,2012
9332,COLEGIO OSMAN PEREZ FREIRE,627,24.0,26.1,5.31,2012
10345,ESCUELA PARTICULAR FRANCISCO BILBAO,834,32.0,26.1,5.45,2012
12033,LICEO INDUSTRIAL METODISTA DE CORONEL,1070,41.0,26.1,5.08,2012
25853,COLEGIO POLIVALENTE NOVO HORIZONTE,1542,59.0,26.1,5.22,2012
9144,ESCUELA BASICA MARTINEZ DE ROZAS,600,23.0,26.1,5.37,2012
7745,ESCUELA PARTICULAR LINEA CRUZADA,26,1.0,26.0,5.6,2012
22310,ESCUELA RURAL YERBAS BUENAS,26,1.0,26.0,5.87,2012
12005,COLEGIO DON ORIONE,911,35.0,26.0,5.1,2012
5532,ESCUELA PARTICULAR TRULAUQUEN,26,1.0,26.0,5.01,2012
4403,ESCUELA DE ADULTOS RIO SUR,26,1.0,26.0,4.7,2012
24945,COLEGIO DESIREE,755,29.0,26.0,5.51,2012
5770,ESCUELA PARTICULAR JUAN ARIAS MANSILLA,26,1.0,26.0,5.69,2012
6748,ESCUELA PARTICULAR EL JARDIN,26,1.0,26.0,5.03,2012
25054,COLEGIO CSA ESTUDIOS FUTURO PROVIDENCIA,52,2.0,26.0,5.54,2012
217,LICEO LUIS CRUZ MARTINEZ,1194,46.0,26.0,5.4,2012
24769,COLEGIO SAN ISAAC JOGUES,1035,40.0,25.9,5.58,2012
16582,LICEO TECNOLOGICO MATAQUITO,750,29.0,25.9,5.37,2012
8590,INSTITUTO COMERCIAL PITAGORAS,882,34.0,25.9,4.83,2012
1397,ESC.PART INDUSTRIAL E.BERTELSEN TEMPLE,1601,62.0,25.8,5.46,2012
16443,CENTRO INTEGRAL EDUCACION TALCA,1187,46.0,25.8,5.43,2012
31104,LICEO TECNICO PROFESIONAL DE ADULTOS BIO BIO,387,15.0,25.8,5.29,2012
10341,ESCUELA BASICA PART. THE LITTLE SCHOOL,413,16.0,25.8,6.18,2012
2151,COLEGIO PARTICULAR SANTA MARIA,722,28.0,25.8,5.87,2012
25215,COLEGIO POLIV. GERONIMO DE ALDERETE,1651,64.0,25.8,5.38,2012
12868,COLEGIO EBEN EZER,849,33.0,25.7,5.83,2012
5600,ESCUELA DE ADULTOS  MANUEL ROJAS,385,15.0,25.7,4.14,2012
8927,LICEO CARMELA CARVAJAL DE PRAT,1766,69.0,25.6,5.98,2012
12050,COLEGIO TECNICO PROFESIONAL DARIO SALAS,1971,77.0,25.6,5.56,2012
10324,ESCUELA BÃSICA JOSÃ ABELARDO NUÃEZ NÂº 3,1076,42.0,25.6,5.73,2012
25028,CENTRO EDUC. DIEGO DE ALMAGRO,869,34.0,25.6,5.44,2012
25270,COLEGIO PART. DE ADULTOS ITSA,333,13.0,25.6,4.96,2012
20180,ESC.CRISTIANA DESARROLLO INTEGRAL,333,13.0,25.6,5.38,2012
22397,COL.TEC.PROF.STA.TERESA DE LOS ANDES,640,25.0,25.6,5.14,2012
10336,ESCUELA PARTICULAR SAN DIEGO,1146,45.0,25.5,5.69,2012
8485,LICEO INSTITUTO NACIONAL,4388,172.0,25.5,5.74,2012
2207,ESCUELA HERNAN OLGUIN MAYBE,662,26.0,25.5,5.79,2012
9780,ESCUELA BASICA TTE.DAGOBERTO GODOY,1351,53.0,25.5,5.59,2012
25436,COLEGIO PART. SOCHIDES RENCA,714,28.0,25.5,5.57,2012
25423,COLEGIO PARTICULAR IGNACIO SERRANO,509,20.0,25.5,5.59,2012
8126,ESCUELA RURAL AUCAR,51,2.0,25.5,6.18,2012
5656,LICEO POLITECNICO PUEBLO NUEVO,1174,46.0,25.5,5.0,2012
9959,COMPLEJO EDUCACIONAL MAIPU,3125,123.0,25.4,5.48,2012
4163,LICEO LOS ANGELES A-59,1550,61.0,25.4,5.71,2012
12573,COLEGIO MARIA REINA,533,21.0,25.4,5.41,2012
17600,COLEGIO SAN GABRIEL ARCANGEL,1603,63.0,25.4,5.94,2012
10601,ESCUELA PARTICULAR SAN BERNARDO,406,16.0,25.4,5.8,2012
224,ESCUELA GRECIA,936,37.0,25.3,5.51,2012
22519,COLEGIO MIRADOR DEL LAGO,682,27.0,25.3,5.47,2012
4169,ESCUELA ESPANA,859,34.0,25.3,5.68,2012
9834,COLEGIO POLITEC. MARIA GRISELDA VALLE S.,1924,76.0,25.3,5.01,2012
8487,LICEO JAVIERA CARRERA,3033,120.0,25.3,5.78,2012
8763,COLEGIO DE ADULCENTRO DE ESTUDIOS LA ARAUCANA,606,24.0,25.3,5.49,2012
253,COLEGIO ADVENTISTA DE CALAMA,958,38.0,25.2,5.72,2012
10399,LICEO POLIVALENTE RIGOBERTO FONTT I.,1387,55.0,25.2,5.24,2012
2531,COLEGIO PARTICULAR EL PRINCIPITO,605,24.0,25.2,5.81,2012
22140,LICEO IND.ING.RICARDO FENNER R.,1058,42.0,25.2,5.52,2012
26225,COLEGIO DE ADULTOS ROCKET,478,19.0,25.2,4.64,2012
15657,COLEGIO NEHUEN,755,30.0,25.2,5.65,2012
6896,SEMINARIO SAN FIDEL,479,19.0,25.2,5.54,2012
8612,LICEO IGNACIO CARRERA PINTO,604,24.0,25.2,5.56,2012
25225,ESCUELA BASICA RAYITO DE LUZ DE QUILICURA,502,20.0,25.1,5.59,2012
25162,ESC. PARTICULAR RAIN BONV,326,13.0,25.1,5.49,2012
8930,LICEO B 42 TAJAMAR,1106,44.0,25.1,5.64,2012
10030,LICEO POLIV.SAN JOSE DE LA PRECIOSA SANG,1685,67.0,25.1,5.33,2012
22162,ESCUELA PARTICULAR PUILE,25,1.0,25.0,5.96,2012
11795,COLEGIO SAN CARLOS DE LA FLORIDA,350,14.0,25.0,5.85,2012
10193,COLEGIO POLIV. SAINT ORLAND N 3,1275,51.0,25.0,5.6,2012
8714,ESCUELA PARTICULAR RAMON FREIRE,400,16.0,25.0,5.67,2012
12591,LICEO SAMCA ARUMANTI,900,36.0,25.0,5.54,2012
11574,ESCUELA PARTICULAR PLAYA ROSADA,25,1.0,25.0,6.01,2012
22284,ESCUELA PARTICULAR HUALINTO,25,1.0,25.0,5.48,2012
5962,ESCUELA HECTOR VALENZUELA CEA,50,2.0,25.0,5.24,2012
806,ESCUELA FRONTERA LAS RAMADAS,25,1.0,25.0,5.93,2012
6891,ESC.RURAL JUAN POBLETE SAINT-SIMON,25,1.0,25.0,5.42,2012
11542,ESCUELA PARTICULAR MELIQUINA,25,1.0,25.0,5.36,2012
5851,ESC. BASICA CHUMIL,25,1.0,25.0,5.93,2012
9637,COLEGIO CHRISTIAN GARDEN SCHOOL,1542,62.0,24.9,5.65,2012
10149,ESCUELA PARTICULAR RAPA NUI,324,13.0,24.9,5.71,2012
24896,INSTITUTO DE TABANCURA DE PROVIDENCIA,349,14.0,24.9,4.53,2012
9982,LICEO COMERCIAL MOLINA LAVIN,723,29.0,24.9,5.16,2012
25749,COLEGIO PART. ALICANTE DEL ROSAL,2809,113.0,24.9,5.51,2012
18249,COLEGIO INSTITUTO CRISTIANO GRACIA Y PAZ,99,4.0,24.8,6.0,2012
9779,ESCUELA TECNICA SANTA ROSA,1514,61.0,24.8,5.18,2012
3539,LICEO CLAUDINA URRUTIA DE LAVIN,792,32.0,24.8,5.43,2012
10162,LICEO TENIENTE DAGOBERTO GODOY NO.3,1515,61.0,24.8,5.68,2012
25804,COLEGIO PART. ANTUPIREN,1216,49.0,24.8,5.73,2012
132,LICEO ACADEMIA IQUIQUE,1683,68.0,24.8,6.22,2012
9328,COLEGIO POLIV. SAN SEBASTIAN DE LA FLORIDA,1066,43.0,24.8,5.14,2012
226,ESCUELA BASICA EMILIO SOTOMAYOR,1189,48.0,24.8,5.9,2012
8621,ESCUELA TECNICA L.BDO.O'HIGGINS-DIURNA,818,33.0,24.8,5.51,2012
25387,COLEGIO PARTICULAR SAN SEBASTIAN DE QUILICURA,1904,77.0,24.7,5.48,2012
2159,COLEGIO PARTICULAR INFANTES DE O'HIGGINS,618,25.0,24.7,5.83,2012
9556,ESCUELA PARTICULAR MARQUEZ DE OVANDO,568,23.0,24.7,5.95,2012
9680,COMPLEJO EDUC.STA.RITA DE CASIA-ANEXO 1,839,34.0,24.7,5.28,2012
24482,LICEO POLITECNICO PARTICULAR ANDES,1260,51.0,24.7,5.36,2012
25198,COLEGIO SANTA MARIA DE MAIPU,1751,71.0,24.7,5.74,2012
9659,ESCUELA COLEGIO ALBERTO BLEST GANA,1236,50.0,24.7,5.29,2012
5578,ESCUELA LLAIMA,937,38.0,24.7,5.8,2012
25770,LICEO NACIONAL DE MAIPU,1503,61.0,24.6,5.8,2012
343,ESCUELA PRESBITERIANA,566,23.0,24.6,6.0,2012
2112,ESCUELA MUNICIPAL MOISES MUSSA,1083,44.0,24.6,5.74,2012
4263,COLEGIO SAN RAFAEL ARCANGEL,690,28.0,24.6,5.76,2012
12122,ESCUELA EDUCADORA GABRIELA MISTRAL,640,26.0,24.6,5.51,2012
26117,ESCUELA BÃSICA N 149 SAN MARCEL,764,31.0,24.6,5.71,2012
9816,ESCUELA PARTICULAR STA.MARIA MAZZARELLO,344,14.0,24.6,5.65,2012
5716,PADRE BARTOLOME DE LAS CASAS,588,24.0,24.5,5.65,2012
10832,COLEGIO POLIVALENTE SAN AGUSTIN,3009,123.0,24.5,5.55,2012
22482,CENTRO EDUCACIONAL AMANCAY,195,8.0,24.4,4.68,2012
25766,ESC. BOSTON COLLEGE SAN MARTIN,2003,82.0,24.4,5.63,2012
1663,INSTITUTO SUPERIOR DE COMERCIO ALBERTO BL,977,40.0,24.4,4.81,2012
9158,COLEGIO PARTICULAR SAN FERNANDO,1563,64.0,24.4,5.62,2012
10167,ESC. BAS. SANTA BEATRIZ,464,19.0,24.4,5.48,2012
25171,CENTRO EDUC. PRINCIPADO DE ASTURIAS,682,28.0,24.4,5.06,2012
8603,CENTRO EDUCATIVO SALESIANOS ALAMEDA,1731,71.0,24.4,5.56,2012
17788,COLEGIO AMANECER,878,36.0,24.4,5.58,2012
25369,COLEGIO PARTICULAR ALICANTE,3216,132.0,24.4,5.63,2012
3347,ESCUELA PARTICULAR MARTA BRUNET,268,11.0,24.4,5.81,2012
25504,COLEGIO DE ADULTOS JOSE ABELARDO NUNEZ EL BOS,364,15.0,24.3,4.53,2012
8646,COLEGIO POLIV. MANUEL BAQUEDANO,849,35.0,24.3,5.29,2012
10329,COLEGIO LIBERTADOR SAN MARTIN,825,34.0,24.3,5.07,2012
25042,ESCUELA BASICA LOS BOSQUINOS,1435,59.0,24.3,5.79,2012
9897,LICEO POLITECNICO PARTICULAR HANNOVER,1215,50.0,24.3,5.4,2012
10658,LICEO POLIVALENTE MODERNO CARDENAL CARO,2624,108.0,24.3,5.66,2012
8506,INSTITUTO FEMENINO SUPERIOR DE COMERCIO E,1142,47.0,24.3,5.01,2012
4176,ESCUELA JOSE MANSO DE VELASCO,1068,44.0,24.3,5.8,2012
20137,COLEGIO INNOV-ARTE,874,36.0,24.3,5.55,2012
14896,COLEGIO SAN HERNALDO,242,10.0,24.2,5.94,2012
11835,ESCUELA PARTICULAR ROYAL SCHOOL,315,13.0,24.2,5.86,2012
8682,COLEGIO RAFAEL SANHUEZA LIZARDI,1212,50.0,24.2,5.65,2012
25580,COLEGIO PARTICULAR MIRADOR,966,40.0,24.2,5.42,2012
5861,ESC.PART.SAN FRANCISCO DE ASIS - LAUTARO,700,29.0,24.1,5.92,2012
9882,ESCUELA J.PRIETO VIAL,578,24.0,24.1,5.32,2012
25824,LICEO SERGIO SILVA BASCUNAN,772,32.0,24.1,5.16,2012
9481,ESCUELA  E INSTITUTO DE MADRID,915,38.0,24.1,4.97,2012
25385,ESCUELA HERMANOS CARRERA,555,23.0,24.1,5.84,2012
767,COLEGIO PARTICULAR GABRIELA MISTRAL,336,14.0,24.0,5.82,2012
1072,ESCUELA PARTICULAR INFIERNILLO,24,1.0,24.0,5.58,2012
12860,COLEGIO DIVINA PASTORA,480,20.0,24.0,5.91,2012
12191,ESCUELA PARTICULAR EL MIRADOR,24,1.0,24.0,5.45,2012
769,COLEGIO SAN VIATOR,1033,43.0,24.0,5.81,2012
22448,ESCUELA PARTICULAR EL CARDO,24,1.0,24.0,5.53,2012
24885,ESCUELA BASICA PART. HUMBOLDT,1773,74.0,24.0,5.48,2012
6023,ESCUELA PARTICULAR PALIHUEPILLAN,24,1.0,24.0,5.79,2012
10608,COLEGIO SUPERIOR DEL MAIPO,1368,57.0,24.0,5.27,2012
13156,LICEO TECNICO PROFESIONAL HEROES DE ATACAMA,743,31.0,24.0,5.19,2012
40101,COLEGIO NUESTRA ESPERANZA,263,11.0,23.9,6.27,2012
208,COLEGIO SAGRADA FAMILIA,1052,44.0,23.9,5.76,2012
9939,ESCUELA BASICA NO 3 CAMPOS DE MAIPU,932,39.0,23.9,5.5,2012
17657,INSTITUTO DE HUMANIDADES ENRIQUE CURTI CANOBBIO,1026,43.0,23.9,5.77,2012
22434,COLEGIO DOMINGO SANTA MARIA,2198,92.0,23.9,5.55,2012
8756,COLEGIO EXCELSIOR,1479,62.0,23.9,5.58,2012
9036,ESCUELA BASICA PART COLEGIO JOSE ARRIETA,814,34.0,23.9,5.16,2012
8365,LICEO SAN FELIPE BENICIO DE COYHAIQUE,1076,45.0,23.9,5.73,2012
575,COLEGIO PROVIDENCIA,859,36.0,23.9,5.5,2012
8629,COLEGIO POLITÃCNICO SANTA ANA,1053,44.0,23.9,5.85,2012
7276,COLEGIO SANTA CRUZ,880,37.0,23.8,5.87,2012
10905,ESCUELA BASICA FUERTE BAQUEDANO,310,13.0,23.8,5.8,2012
9340,COLEGIO SANTA MARIA,1454,61.0,23.8,5.76,2012
9900,POLITECNICO ALEMAN ALBERT EINSTEIN,1070,45.0,23.8,4.91,2012
9570,INSTITUTO MIGUEL LEON PRADO,1070,45.0,23.8,6.12,2012
26012,COLEGIO MODERNO PAINE,855,36.0,23.8,5.45,2012
10773,COMPLEJO EDUC.PART. LUIS PASTEUR,1523,64.0,23.8,5.39,2012
8627,COLEGIO SANTA MARIA DE SANTIAGO,1824,77.0,23.7,5.39,2012
24410,COLEGIO SANTA MARIA DE LA CORDILLERA,997,42.0,23.7,5.69,2012
24686,LICEO POLIVALENTE SANTIAGO DE COMPOSTELA,593,25.0,23.7,5.53,2012
14717,COLEGIO LAS AMERICAS,593,25.0,23.7,5.63,2012
9646,COLEGIO POLIVALENTE FRANCISCO RAMIREZ,592,25.0,23.7,5.19,2012
2793,INSTITUTO POLITECNICO SUPERIOR JUAN TERRI,1472,62.0,23.7,5.41,2012
8926,LICEO DE NIÃAS N 7 LUISA SAAVEDRA DE GONZALEZ,1305,55.0,23.7,5.77,2012
9618,ESCUELA BAS. BENJAMIN SUBERCASEAUX,1114,47.0,23.7,5.44,2012
9369,ESCUELA PARTICULAR ROSARIO CONCHA,876,37.0,23.7,5.51,2012
231,ESCUELA BASICA JOHN FITZGERALD KENNEDY,687,29.0,23.7,5.66,2012
